Time (s),X (m),Y (m)
56.75,-9.657,4.429
56.75,-9.657,4.424
56.76,-9.656,4.419
56.77,-9.656,4.414
56.78,-9.656,4.409
56.80,-9.656,4.404
56.81,-9.656,4.399
56.82,-9.656,4.394
56.83,-9.656,4.389
56.84,-9.656,4.384
56.84,-9.656,4.379
56.85,-9.656,4.374
56.87,-9.655,4.369
56.87,-9.655,4.364
56.89,-9.655,4.359
56.89,-9.655,4.354
56.91,-9.655,4.349
56.92,-9.655,4.344
56.92,-9.655,4.339
56.93,-9.655,4.334
56.95,-9.655,4.329
56.96,-9.655,4.324
56.97,-9.654,4.319
56.98,-9.654,4.314
56.99,-9.654,4.309
57.00,-9.654,4.304
57.01,-9.654,4.299
57.02,-9.654,4.294
57.03,-9.654,4.289
57.04,-9.654,4.284
57.05,-9.654,4.279
57.06,-9.654,4.274
57.07,-9.654,4.269
57.07,-9.653,4.264
57.08,-9.653,4.259
57.10,-9.653,4.254
57.11,-9.653,4.249
57.12,-9.653,4.244
57.13,-9.653,4.239
57.14,-9.653,4.234
57.15,-9.653,4.229
57.16,-9.653,4.224
57.17,-9.653,4.219
57.18,-9.653,4.214
57.19,-9.652,4.209
57.20,-9.652,4.204
57.21,-9.652,4.199
57.22,-9.652,4.194
57.23,-9.652,4.189
57.24,-9.652,4.184
57.25,-9.652,4.179
57.26,-9.652,4.174
57.27,-9.652,4.169
57.28,-9.652,4.164
57.29,-9.652,4.159
57.30,-9.651,4.154
57.31,-9.651,4.149
57.32,-9.651,4.144
57.33,-9.651,4.139
57.34,-9.651,4.134
57.35,-9.651,4.129
57.36,-9.651,4.124
57.37,-9.651,4.119
57.38,-9.651,4.114
57.39,-9.651,4.109
57.40,-9.651,4.104
57.41,-9.651,4.099
57.42,-9.650,4.094
57.43,-9.650,4.089
57.44,-9.650,4.084
57.45,-9.650,4.079
57.46,-9.650,4.074
57.47,-9.650,4.069
57.48,-9.650,4.064
57.49,-9.650,4.059
57.51,-9.650,4.054
57.52,-9.650,4.049
57.53,-9.650,4.044
57.54,-9.649,4.039
57.55,-9.649,4.034
57.55,-9.649,4.029
57.57,-9.649,4.024
57.57,-9.649,4.019
57.59,-9.649,4.014
57.60,-9.649,4.009
57.60,-9.649,4.004
57.61,-9.649,3.999
57.63,-9.649,3.994
57.64,-9.649,3.989
57.65,-9.649,3.984
57.66,-9.649,3.979
57.67,-9.648,3.974
57.68,-9.648,3.969
57.69,-9.648,3.964
57.70,-9.648,3.959
57.71,-9.648,3.954
57.72,-9.648,3.949
57.73,-9.648,3.944
57.74,-9.648,3.939
57.75,-9.648,3.934
57.76,-9.648,3.929
57.77,-9.648,3.924
57.78,-9.648,3.919
57.79,-9.647,3.914
57.80,-9.647,3.909
57.81,-9.647,3.904
57.82,-9.647,3.899
57.84,-9.647,3.894
57.85,-9.647,3.889
57.87,-9.647,3.879
57.88,-9.647,3.874
57.89,-9.647,3.869
57.90,-9.647,3.864
57.90,-9.647,3.859
57.92,-9.647,3.854
57.93,-9.646,3.849
57.93,-9.646,3.844
57.95,-9.646,3.839
57.95,-9.646,3.834
57.96,-9.646,3.829
57.97,-9.646,3.824
57.98,-9.646,3.819
57.99,-9.646,3.814
58.00,-9.646,3.809
58.01,-9.646,3.804
58.02,-9.646,3.799
58.03,-9.646,3.794
58.04,-9.646,3.789
58.05,-9.646,3.784
58.07,-9.645,3.779
58.08,-9.645,3.774
58.09,-9.645,3.769
58.10,-9.645,3.764
58.11,-9.645,3.759
58.12,-9.645,3.754
58.13,-9.645,3.749
58.14,-9.645,3.744
58.15,-9.645,3.739
58.16,-9.645,3.734
58.17,-9.645,3.729
58.18,-9.645,3.724
58.19,-9.645,3.719
58.20,-9.644,3.714
58.21,-9.644,3.709
58.22,-9.644,3.704
58.23,-9.644,3.699
58.24,-9.644,3.694
58.25,-9.644,3.689
58.26,-9.644,3.684
58.27,-9.644,3.679
58.28,-9.644,3.674
58.29,-9.644,3.669
58.30,-9.644,3.664
58.31,-9.644,3.659
58.32,-9.644,3.654
58.33,-9.644,3.649
58.34,-9.644,3.644
58.35,-9.643,3.639
58.36,-9.643,3.634
58.37,-9.643,3.629
58.38,-9.643,3.624
58.39,-9.643,3.619
58.40,-9.643,3.614
58.41,-9.643,3.609
58.42,-9.643,3.604
58.43,-9.643,3.599
58.44,-9.643,3.594
58.46,-9.643,3.589
58.46,-9.643,3.584
58.47,-9.643,3.579
58.48,-9.643,3.574
58.49,-9.642,3.569
58.50,-9.642,3.564
58.51,-9.642,3.559
58.52,-9.642,3.554
58.53,-9.642,3.549
58.55,-9.642,3.544
58.55,-9.642,3.539
58.56,-9.642,3.534
58.57,-9.642,3.529
58.58,-9.642,3.524
58.59,-9.642,3.519
58.61,-9.642,3.514
58.61,-9.642,3.509
58.62,-9.642,3.504
58.64,-9.642,3.499
58.64,-9.641,3.494
58.65,-9.641,3.489
58.67,-9.641,3.484
58.67,-9.641,3.479
58.68,-9.641,3.474
58.70,-9.641,3.469
58.70,-9.641,3.464
58.71,-9.641,3.459
58.73,-9.641,3.454
58.73,-9.641,3.449
58.74,-9.641,3.444
58.76,-9.641,3.439
58.76,-9.641,3.434
58.77,-9.641,3.429
58.79,-9.641,3.424
58.80,-9.641,3.419
58.81,-9.640,3.414
58.81,-9.640,3.409
58.83,-9.640,3.404
58.84,-9.640,3.399
58.85,-9.640,3.394
58.85,-9.640,3.389
58.87,-9.640,3.384
58.88,-9.640,3.379
58.89,-9.640,3.374
58.90,-9.640,3.369
58.91,-9.640,3.364
58.92,-9.640,3.359
58.93,-9.640,3.354
58.94,-9.640,3.349
58.95,-9.640,3.344
58.96,-9.640,3.339
58.98,-9.639,3.334
58.98,-9.639,3.329
58.99,-9.639,3.324
59.00,-9.639,3.319
59.02,-9.639,3.314
59.02,-9.639,3.309
59.04,-9.639,3.304
59.05,-9.639,3.299
59.07,-9.639,3.294
59.07,-9.639,3.289
59.08,-9.639,3.284
59.09,-9.639,3.279
59.10,-9.639,3.274
59.11,-9.639,3.269
59.11,-9.639,3.264
59.13,-9.639,3.259
59.14,-9.639,3.254
59.15,-9.638,3.249
59.17,-9.638,3.239
59.18,-9.638,3.234
59.19,-9.638,3.229
59.20,-9.638,3.224
59.21,-9.638,3.219
59.22,-9.638,3.214
59.23,-9.638,3.209
59.24,-9.638,3.204
59.25,-9.638,3.199
59.26,-9.638,3.194
59.27,-9.638,3.189
59.28,-9.638,3.184
59.29,-9.638,3.179
59.30,-9.638,3.174
59.32,-9.638,3.169
59.32,-9.638,3.164
59.33,-9.637,3.159
59.34,-9.637,3.154
59.36,-9.637,3.149
59.36,-9.637,3.144
59.37,-9.637,3.139
59.39,-9.637,3.134
59.40,-9.637,3.129
59.41,-9.637,3.124
59.42,-9.637,3.119
59.43,-9.637,3.114
59.44,-9.637,3.109
59.45,-9.637,3.104
59.46,-9.637,3.099
59.47,-9.637,3.094
59.48,-9.637,3.089
59.49,-9.637,3.084
59.49,-9.637,3.079
59.51,-9.637,3.074
59.51,-9.637,3.069
59.52,-9.637,3.064
59.53,-9.636,3.059
59.54,-9.636,3.054
59.55,-9.636,3.049
59.56,-9.636,3.044
59.58,-9.636,3.039
59.59,-9.636,3.034
59.60,-9.636,3.029
59.61,-9.636,3.024
59.62,-9.636,3.019
59.63,-9.636,3.014
59.64,-9.636,3.009
59.65,-9.636,3.004
59.67,-9.636,2.999
59.67,-9.636,2.994
59.68,-9.636,2.989
59.70,-9.636,2.984
59.70,-9.636,2.979
59.71,-9.636,2.974
59.73,-9.636,2.969
59.73,-9.636,2.964
59.74,-9.635,2.959
59.75,-9.635,2.954
59.76,-9.635,2.949
59.77,-9.635,2.944
59.78,-9.635,2.939
59.79,-9.635,2.934
59.80,-9.635,2.929
59.81,-9.635,2.924
59.82,-9.635,2.919
59.83,-9.635,2.914
59.84,-9.635,2.909
59.85,-9.635,2.904
59.86,-9.635,2.899
59.87,-9.635,2.894
59.89,-9.635,2.889
59.89,-9.635,2.884
59.90,-9.635,2.879
59.92,-9.635,2.874
59.92,-9.635,2.869
59.93,-9.635,2.864
59.95,-9.635,2.859
59.96,-9.635,2.854
59.97,-9.635,2.849
59.98,-9.634,2.844
59.99,-9.634,2.839
60.00,-9.634,2.834
60.01,-9.634,2.829
60.02,-9.634,2.824
60.02,-9.634,2.819
60.03,-9.634,2.814
60.05,-9.634,2.809
60.05,-9.634,2.804
60.06,-9.634,2.799
60.08,-9.634,2.794
60.08,-9.634,2.789
60.09,-9.634,2.784
60.11,-9.634,2.779
60.11,-9.634,2.774
60.12,-9.634,2.769
60.13,-9.634,2.764
60.15,-9.634,2.759
60.15,-9.634,2.754
60.16,-9.634,2.749
60.18,-9.634,2.744
60.18,-9.634,2.739
60.19,-9.634,2.734
60.21,-9.634,2.729
60.21,-9.634,2.724
60.22,-9.633,2.719
60.24,-9.633,2.714
60.24,-9.633,2.709
60.25,-9.633,2.704
60.27,-9.633,2.699
60.28,-9.633,2.694
60.29,-9.633,2.689
60.30,-9.633,2.684
60.31,-9.633,2.679
60.32,-9.633,2.674
60.34,-9.633,2.669
60.34,-9.633,2.664
60.35,-9.633,2.659
60.37,-9.633,2.654
60.37,-9.633,2.649
60.38,-9.633,2.644
60.39,-9.633,2.639
60.41,-9.633,2.634
60.41,-9.633,2.629
60.43,-9.633,2.624
60.44,-9.633,2.619
60.45,-9.633,2.614
60.45,-9.633,2.609
60.47,-9.633,2.604
60.48,-9.633,2.599
60.49,-9.633,2.594
60.50,-9.633,2.589
60.50,-9.633,2.584
60.51,-9.632,2.579
60.53,-9.632,2.574
60.53,-9.632,2.569
60.54,-9.632,2.564
60.55,-9.632,2.559
60.56,-9.632,2.554
60.57,-9.632,2.549
60.58,-9.632,2.544
60.59,-9.632,2.539
60.60,-9.632,2.534
60.63,-9.632,2.529
60.63,-9.632,2.524
60.64,-9.632,2.519
60.65,-9.632,2.514
60.65,-9.632,2.509
60.66,-9.632,2.504
60.68,-9.632,2.499
60.68,-9.632,2.494
60.69,-9.632,2.489
60.70,-9.632,2.484
60.71,-9.632,2.479
60.73,-9.632,2.474
60.73,-9.632,2.469
60.74,-9.632,2.464
60.76,-9.632,2.459
60.76,-9.632,2.454
60.77,-9.632,2.449
60.79,-9.632,2.444
60.80,-9.632,2.439
60.80,-9.632,2.434
60.82,-9.632,2.429
60.83,-9.632,2.424
60.84,-9.632,2.419
60.85,-9.631,2.414
60.86,-9.631,2.409
60.87,-9.631,2.404
60.88,-9.631,2.399
60.89,-9.631,2.394
60.90,-9.631,2.389
60.92,-9.631,2.379
60.93,-9.631,2.374
60.94,-9.631,2.369
60.95,-9.631,2.364
60.96,-9.631,2.359
60.97,-9.631,2.354
60.98,-9.631,2.349
60.99,-9.631,2.344
61.00,-9.631,2.339
61.01,-9.631,2.334
61.02,-9.631,2.329
61.03,-9.631,2.324
61.04,-9.631,2.319
61.05,-9.631,2.314
61.06,-9.631,2.309
61.07,-9.631,2.304
61.08,-9.631,2.299
61.09,-9.631,2.294
61.11,-9.631,2.289
61.11,-9.631,2.284
61.12,-9.631,2.279
61.13,-9.631,2.274
61.14,-9.631,2.269
61.15,-9.631,2.264
61.16,-9.631,2.259
61.17,-9.631,2.254
61.18,-9.631,2.249
61.19,-9.631,2.244
61.20,-9.631,2.239
61.21,-9.631,2.234
61.22,-9.630,2.229
61.24,-9.630,2.224
61.24,-9.630,2.219
61.26,-9.630,2.214
61.26,-9.630,2.209
61.27,-9.630,2.204
61.29,-9.630,2.199
61.30,-9.630,2.194
61.31,-9.630,2.189
61.33,-9.630,2.184
61.33,-9.630,2.179
61.34,-9.630,2.174
61.35,-9.630,2.169
61.36,-9.630,2.164
61.37,-9.630,2.159
61.38,-9.630,2.154
61.39,-9.630,2.149
61.40,-9.630,2.144
61.41,-9.630,2.139
61.42,-9.630,2.134
61.43,-9.630,2.129
61.44,-9.630,2.124
61.45,-9.630,2.119
61.46,-9.630,2.114
61.47,-9.630,2.109
61.48,-9.630,2.104
61.49,-9.630,2.099
61.50,-9.630,2.094
61.51,-9.630,2.089
61.52,-9.630,2.084
61.53,-9.630,2.079
61.54,-9.630,2.074
61.56,-9.630,2.069
61.56,-9.630,2.064
61.58,-9.630,2.059
61.59,-9.630,2.054
61.59,-9.630,2.049
61.61,-9.630,2.044
61.62,-9.630,2.039
61.63,-9.630,2.034
61.64,-9.630,2.029
61.65,-9.630,2.024
61.66,-9.630,2.019
61.67,-9.630,2.014
61.69,-9.630,2.009
61.69,-9.630,2.004
61.71,-9.629,1.999
61.71,-9.629,1.994
61.72,-9.629,1.989
61.73,-9.629,1.984
61.74,-9.629,1.979
61.75,-9.629,1.974
61.76,-9.629,1.969
61.77,-9.629,1.964
61.78,-9.629,1.959
61.79,-9.629,1.954
61.80,-9.629,1.949
61.81,-9.629,1.944
61.82,-9.629,1.939
61.84,-9.629,1.934
61.84,-9.629,1.929
61.85,-9.629,1.924
61.87,-9.629,1.919
61.87,-9.629,1.914
61.88,-9.629,1.909
61.89,-9.629,1.904
61.90,-9.629,1.899
61.92,-9.629,1.894
61.92,-9.629,1.889
61.94,-9.629,1.884
61.95,-9.629,1.879
61.95,-9.629,1.874
61.97,-9.629,1.869
61.97,-9.629,1.864
61.98,-9.629,1.859
61.99,-9.629,1.854
62.00,-9.629,1.849
62.02,-9.629,1.844
62.03,-9.629,1.839
62.04,-9.629,1.834
62.04,-9.629,1.829
62.05,-9.629,1.824
62.06,-9.629,1.819
62.07,-9.629,1.814
62.08,-9.629,1.809
62.09,-9.629,1.804
62.10,-9.629,1.799
62.11,-9.629,1.794
62.12,-9.629,1.789
62.13,-9.629,1.784
62.14,-9.629,1.779
62.15,-9.629,1.774
62.16,-9.629,1.769
62.17,-9.629,1.764
62.19,-9.629,1.759
62.19,-9.629,1.754
62.20,-9.629,1.749
62.21,-9.629,1.744
62.23,-9.629,1.739
62.23,-9.629,1.734
62.25,-9.628,1.729
62.25,-9.628,1.724
62.26,-9.628,1.719
62.27,-9.628,1.714
62.28,-9.628,1.709
62.29,-9.628,1.704
62.30,-9.628,1.699
62.31,-9.628,1.694
62.32,-9.628,1.689
62.33,-9.628,1.684
62.35,-9.628,1.679
62.35,-9.628,1.674
62.36,-9.628,1.669
62.37,-9.628,1.664
62.38,-9.628,1.659
62.39,-9.628,1.654
62.40,-9.628,1.649
62.42,-9.628,1.644
62.43,-9.628,1.639
62.44,-9.628,1.634
62.45,-9.628,1.629
62.46,-9.628,1.624
62.47,-9.628,1.619
62.48,-9.628,1.614
62.49,-9.628,1.609
62.49,-9.628,1.604
62.51,-9.628,1.599
62.52,-9.628,1.594
62.53,-9.628,1.589
62.54,-9.628,1.584
62.55,-9.628,1.579
62.56,-9.628,1.574
62.57,-9.628,1.569
62.58,-9.628,1.564
62.59,-9.628,1.559
62.60,-9.628,1.554
62.61,-9.628,1.549
62.62,-9.628,1.544
62.63,-9.628,1.539
62.64,-9.628,1.534
62.65,-9.628,1.529
62.66,-9.628,1.524
62.67,-9.628,1.519
62.68,-9.628,1.514
62.68,-9.628,1.509
62.70,-9.628,1.504
62.71,-9.628,1.499
62.71,-9.628,1.494
62.73,-9.628,1.489
62.74,-9.628,1.484
62.75,-9.628,1.479
62.76,-9.628,1.474
62.77,-9.628,1.469
62.77,-9.628,1.464
62.79,-9.628,1.459
62.80,-9.628,1.454
62.81,-9.628,1.449
62.82,-9.628,1.444
62.83,-9.628,1.439
62.84,-9.628,1.434
62.85,-9.627,1.429
62.86,-9.627,1.424
62.86,-9.627,1.419
62.87,-9.627,1.414
62.89,-9.627,1.409
62.90,-9.627,1.404
62.90,-9.627,1.399
62.91,-9.627,1.394
62.92,-9.627,1.389
62.93,-9.627,1.384
62.94,-9.627,1.379
62.95,-9.627,1.374
62.96,-9.627,1.369
62.97,-9.627,1.364
62.98,-9.627,1.359
63.00,-9.627,1.354
63.01,-9.627,1.349
63.02,-9.627,1.344
63.03,-9.627,1.339
63.04,-9.627,1.334
63.05,-9.627,1.329
63.06,-9.627,1.324
63.07,-9.627,1.319
63.08,-9.627,1.314
63.09,-9.627,1.309
63.11,-9.627,1.304
63.11,-9.627,1.299
63.12,-9.627,1.294
63.14,-9.627,1.289
63.15,-9.627,1.284
63.15,-9.627,1.279
63.17,-9.627,1.274
63.17,-9.627,1.269
63.18,-9.627,1.264
63.19,-9.627,1.259
63.21,-9.627,1.254
63.22,-9.627,1.249
63.23,-9.627,1.244
63.25,-9.627,1.239
63.25,-9.627,1.234
63.26,-9.627,1.229
63.27,-9.627,1.224
63.28,-9.627,1.219
63.29,-9.627,1.214
63.30,-9.627,1.209
63.31,-9.627,1.204
63.32,-9.627,1.199
63.34,-9.627,1.194
63.35,-9.627,1.189
63.36,-9.627,1.184
63.37,-9.627,1.179
63.38,-9.627,1.174
63.39,-9.627,1.169
63.40,-9.627,1.164
63.41,-9.626,1.159
63.42,-9.626,1.154
63.44,-9.626,1.149
63.44,-9.626,1.144
63.45,-9.626,1.139
63.46,-9.626,1.134
63.47,-9.626,1.129
63.48,-9.626,1.124
63.49,-9.626,1.119
63.50,-9.626,1.114
63.51,-9.626,1.109
63.52,-9.626,1.104
63.53,-9.626,1.099
63.54,-9.626,1.094
63.55,-9.626,1.089
63.56,-9.626,1.084
63.57,-9.626,1.079
63.57,-9.626,1.074
63.58,-9.626,1.069
63.60,-9.626,1.064
63.61,-9.626,1.059
63.61,-9.626,1.054
63.62,-9.626,1.049
63.64,-9.626,1.044
63.65,-9.626,1.039
63.66,-9.626,1.034
63.67,-9.626,1.029
63.68,-9.626,1.024
63.68,-9.626,1.019
63.70,-9.626,1.014
63.71,-9.626,1.009
63.71,-9.626,1.004
63.73,-9.626,0.999
63.74,-9.626,0.994
63.75,-9.626,0.989
63.76,-9.626,0.984
63.77,-9.626,0.979
63.78,-9.626,0.974
63.79,-9.626,0.969
63.80,-9.626,0.964
63.81,-9.626,0.959
63.82,-9.626,0.954
63.83,-9.625,0.949
63.84,-9.625,0.944
63.85,-9.625,0.939
63.86,-9.625,0.934
63.87,-9.625,0.929
63.88,-9.625,0.924
63.90,-9.625,0.919
63.91,-9.625,0.914
63.92,-9.625,0.909
63.92,-9.625,0.904
63.93,-9.625,0.899
63.94,-9.625,0.894
63.96,-9.625,0.889
63.97,-9.625,0.884
63.98,-9.625,0.879
63.99,-9.625,0.874
64.00,-9.625,0.869
64.01,-9.625,0.864
64.01,-9.625,0.859
64.03,-9.625,0.854
64.04,-9.625,0.849
64.05,-9.625,0.844
64.06,-9.625,0.839
64.07,-9.625,0.834
64.08,-9.625,0.829
64.09,-9.625,0.824
64.10,-9.625,0.819
64.11,-9.625,0.814
64.12,-9.625,0.809
64.13,-9.625,0.804
64.14,-9.625,0.799
64.16,-9.625,0.789
64.17,-9.625,0.784
64.19,-9.624,0.779
64.19,-9.624,0.774
64.20,-9.624,0.769
64.21,-9.624,0.764
64.22,-9.624,0.759
64.23,-9.624,0.754
64.24,-9.624,0.749
64.25,-9.624,0.744
64.26,-9.624,0.739
64.27,-9.624,0.734
64.28,-9.624,0.729
64.29,-9.624,0.724
64.30,-9.624,0.719
64.31,-9.624,0.714
64.32,-9.624,0.709
64.33,-9.624,0.704
64.34,-9.624,0.699
64.35,-9.624,0.694
64.36,-9.624,0.689
64.37,-9.624,0.684
64.38,-9.624,0.679
64.39,-9.624,0.674
64.40,-9.624,0.669
64.41,-9.624,0.664
64.42,-9.624,0.659
64.43,-9.624,0.654
64.44,-9.624,0.649
64.45,-9.624,0.644
64.46,-9.624,0.639
64.48,-9.623,0.634
64.48,-9.623,0.629
64.49,-9.623,0.624
64.51,-9.623,0.619
64.51,-9.623,0.614
64.52,-9.623,0.609
64.53,-9.623,0.604
64.54,-9.623,0.599
64.55,-9.623,0.594
64.57,-9.623,0.589
64.57,-9.623,0.584
64.58,-9.623,0.579
64.60,-9.623,0.574
64.61,-9.623,0.569
64.62,-9.623,0.564
64.63,-9.623,0.559
64.63,-9.623,0.554
64.64,-9.623,0.549
64.67,-9.623,0.539
64.68,-9.623,0.534
64.69,-9.623,0.529
64.70,-9.623,0.524
64.71,-9.623,0.519
64.72,-9.623,0.514
64.73,-9.623,0.509
64.74,-9.622,0.504
64.75,-9.622,0.499
64.77,-9.622,0.494
64.78,-9.622,0.489
64.78,-9.622,0.484
64.80,-9.622,0.479
64.80,-9.622,0.474
64.81,-9.622,0.469
64.83,-9.622,0.464
64.83,-9.622,0.459
64.84,-9.622,0.454
64.86,-9.622,0.449
64.87,-9.622,0.444
64.88,-9.622,0.439
64.89,-9.622,0.434
64.90,-9.622,0.429
64.91,-9.622,0.424
64.92,-9.622,0.419
64.93,-9.622,0.414
64.94,-9.622,0.409
64.95,-9.622,0.404
64.96,-9.622,0.399
64.97,-9.621,0.394
64.98,-9.621,0.389
64.99,-9.621,0.384
64.99,-9.621,0.379
65.00,-9.621,0.374
65.01,-9.621,0.369
65.02,-9.621,0.364
65.03,-9.621,0.359
65.04,-9.621,0.354
65.06,-9.621,0.349
65.06,-9.621,0.344
65.07,-9.621,0.339
65.08,-9.621,0.334
65.09,-9.621,0.329
65.10,-9.621,0.324
65.11,-9.621,0.319
65.13,-9.621,0.314
65.14,-9.621,0.309
65.15,-9.621,0.304
65.16,-9.621,0.299
65.17,-9.621,0.294
65.18,-9.620,0.289
65.19,-9.620,0.284
65.20,-9.620,0.279
65.21,-9.620,0.274
65.22,-9.620,0.269
65.23,-9.620,0.264
65.24,-9.620,0.259
65.25,-9.620,0.254
65.26,-9.620,0.249
65.27,-9.620,0.244
65.29,-9.620,0.239
65.29,-9.620,0.234
65.30,-9.620,0.229
65.32,-9.620,0.224
65.33,-9.620,0.219
65.33,-9.620,0.214
65.35,-9.620,0.209
65.35,-9.620,0.204
65.36,-9.620,0.199
65.38,-9.619,0.194
65.38,-9.619,0.189
65.39,-9.619,0.184
65.41,-9.619,0.179
65.42,-9.619,0.174
65.42,-9.619,0.169
65.43,-9.619,0.164
65.45,-9.619,0.159
65.46,-9.619,0.154
65.47,-9.619,0.149
65.48,-9.619,0.144
65.49,-9.619,0.139
65.50,-9.619,0.134
65.51,-9.619,0.129
65.52,-9.619,0.124
65.53,-9.619,0.119
65.54,-9.619,0.114
65.55,-9.618,0.109
65.56,-9.618,0.104
65.57,-9.618,0.099
65.58,-9.618,0.094
65.59,-9.618,0.089
65.60,-9.618,0.084
65.61,-9.618,0.079
65.62,-9.618,0.074
65.63,-9.618,0.069
65.64,-9.618,0.064
65.65,-9.618,0.059
65.66,-9.618,0.054
65.67,-9.618,0.049
65.68,-9.618,0.044
65.69,-9.618,0.039
65.71,-9.617,0.034
65.71,-9.617,0.029
65.72,-9.617,0.024
65.74,-9.617,0.019
65.74,-9.617,0.014
65.75,-9.617,0.009
65.76,-9.617,0.004
65.77,-9.617,-0.001
65.78,-9.617,-0.006
65.79,-9.617,-0.011
65.80,-9.617,-0.016
65.82,-9.617,-0.021
65.83,-9.617,-0.026
65.83,-9.617,-0.031
65.84,-9.617,-0.036
65.85,-9.616,-0.041
65.86,-9.616,-0.046
65.88,-9.616,-0.051
65.88,-9.616,-0.056
65.90,-9.616,-0.061
65.91,-9.616,-0.066
65.92,-9.616,-0.071
65.93,-9.616,-0.076
65.94,-9.616,-0.081
65.94,-9.616,-0.086
65.95,-9.616,-0.091
65.96,-9.616,-0.096
65.97,-9.616,-0.101
65.99,-9.616,-0.106
65.99,-9.615,-0.111
66.01,-9.615,-0.116
66.02,-9.615,-0.121
66.02,-9.615,-0.126
66.04,-9.615,-0.131
66.05,-9.615,-0.136
66.05,-9.615,-0.141
66.07,-9.615,-0.146
66.07,-9.615,-0.151
66.08,-9.615,-0.156
66.10,-9.615,-0.161
66.10,-9.615,-0.166
66.12,-9.614,-0.171
66.13,-9.614,-0.176
66.14,-9.614,-0.181
66.15,-9.614,-0.186
66.16,-9.614,-0.191
66.17,-9.614,-0.196
66.18,-9.614,-0.201
66.19,-9.614,-0.206
66.20,-9.614,-0.211
66.21,-9.614,-0.216
66.22,-9.614,-0.221
66.23,-9.614,-0.226
66.24,-9.613,-0.231
66.25,-9.613,-0.236
66.26,-9.613,-0.241
66.27,-9.613,-0.246
66.28,-9.613,-0.251
66.29,-9.613,-0.256
66.30,-9.613,-0.261
66.31,-9.613,-0.266
66.32,-9.613,-0.271
66.33,-9.613,-0.276
66.34,-9.613,-0.281
66.35,-9.612,-0.286
66.36,-9.612,-0.291
66.37,-9.612,-0.296
66.38,-9.612,-0.301
66.39,-9.612,-0.306
66.40,-9.612,-0.311
66.41,-9.612,-0.316
66.42,-9.612,-0.321
66.43,-9.612,-0.326
66.43,-9.612,-0.331
66.44,-9.611,-0.336
66.46,-9.611,-0.341
66.47,-9.611,-0.346
66.48,-9.611,-0.351
66.49,-9.611,-0.356
66.50,-9.611,-0.361
66.51,-9.611,-0.366
66.52,-9.611,-0.371
66.53,-9.611,-0.376
66.54,-9.611,-0.381
66.55,-9.610,-0.386
66.56,-9.610,-0.391
66.57,-9.610,-0.396
66.58,-9.610,-0.401
66.59,-9.610,-0.406
66.60,-9.610,-0.411
66.62,-9.610,-0.416
66.63,-9.610,-0.421
66.64,-9.610,-0.426
66.65,-9.609,-0.431
66.66,-9.609,-0.436
66.67,-9.609,-0.440
66.67,-9.609,-0.445
66.69,-9.609,-0.450
66.70,-9.609,-0.455
66.71,-9.609,-0.460
66.72,-9.609,-0.465
66.74,-9.609,-0.470
66.74,-9.608,-0.475
66.75,-9.608,-0.480
66.76,-9.608,-0.485
66.77,-9.608,-0.490
66.78,-9.608,-0.495
66.79,-9.608,-0.500
66.80,-9.608,-0.505
66.80,-9.608,-0.510
66.81,-9.608,-0.515
66.83,-9.607,-0.520
66.84,-9.607,-0.525
66.84,-9.607,-0.530
66.86,-9.607,-0.535
66.87,-9.607,-0.540
66.88,-9.607,-0.545
66.89,-9.607,-0.550
66.90,-9.607,-0.555
66.91,-9.606,-0.560
66.92,-9.606,-0.565
66.93,-9.606,-0.570
66.94,-9.606,-0.575
66.95,-9.606,-0.580
66.96,-9.606,-0.585
66.97,-9.606,-0.590
66.98,-9.606,-0.595
66.99,-9.605,-0.600
67.00,-9.605,-0.605
67.01,-9.605,-0.610
67.02,-9.605,-0.615
67.03,-9.605,-0.620
67.04,-9.605,-0.625
67.05,-9.605,-0.630
67.06,-9.604,-0.635
67.07,-9.604,-0.640
67.07,-9.604,-0.645
67.09,-9.604,-0.650
67.10,-9.604,-0.655
67.11,-9.604,-0.660
67.12,-9.604,-0.665
67.13,-9.603,-0.670
67.13,-9.603,-0.675
67.14,-9.603,-0.680
67.16,-9.603,-0.685
67.17,-9.603,-0.690
67.18,-9.603,-0.695
67.19,-9.603,-0.700
67.20,-9.602,-0.705
67.21,-9.602,-0.710
67.22,-9.602,-0.715
67.23,-9.602,-0.720
67.24,-9.602,-0.725
67.25,-9.602,-0.730
67.26,-9.601,-0.735
67.27,-9.601,-0.740
67.28,-9.601,-0.745
67.29,-9.601,-0.750
67.30,-9.601,-0.755
67.31,-9.601,-0.760
67.32,-9.601,-0.765
67.34,-9.600,-0.770
67.34,-9.600,-0.775
67.35,-9.600,-0.780
67.36,-9.600,-0.785
67.37,-9.600,-0.790
67.38,-9.600,-0.795
67.40,-9.599,-0.800
67.41,-9.599,-0.805
67.41,-9.599,-0.810
67.42,-9.599,-0.815
67.43,-9.599,-0.820
67.45,-9.599,-0.825
67.45,-9.598,-0.830
67.47,-9.598,-0.835
67.48,-9.598,-0.840
67.49,-9.598,-0.845
67.50,-9.598,-0.850
67.51,-9.598,-0.855
67.52,-9.597,-0.860
67.53,-9.597,-0.865
67.54,-9.597,-0.870
67.55,-9.597,-0.875
67.56,-9.597,-0.880
67.57,-9.596,-0.885
67.58,-9.596,-0.890
67.59,-9.596,-0.895
